order_id,customer_id,customer_name,gender,age,city,state,region,product_category,product_name,quantity,unit_price,discount,sales,cost,profit,payment_method,order_date,delivery_date,rating,returned,sales_rep,email,phone,remarks,profit_margin,sales_after_discount,calculated_cost,delivery_days,age_group,order_year,order_month,month_name,order_day,day_name,quarter,week_number,username,domain,name_length
8,C547,Priya,Female,33.0,Delhi,DELHI,East,Eletronics,Laptop,1.7333831217326363,2509.2257846153843,34.767299448867114,4349.449623668638,0.0,0.0,UPI,2025-07-02,2025-07-05,3.0,No,John,invalid_email,+91-9876543210,,,0.0,0.0,3.0,Adult,2025,7,July,2,Wednesday,3,27,invalid_email,,5
9,C496,Priya,Female,16.8125,Delhi,DELHI,South,Eletronics,Mouse,3.0,2509.2257846153843,10.0,7527.677353846153,0.0,0.0,Credit Card,2025-10-23,2025-10-28,3.0,No,John,priya@mail.com,+91-9876543210,,,0.0,0.0,5.0,Teen,2025,10,October,23,Thursday,4,43,priya,mail.com,5
10,C698,Rahul,Male,16.8125,Delhi,DELHI,South,Electronics,Phone,1.7333831217326363,2509.2257846153843,0.0,4349.449623668638,0.0,0.0,UPI,2025-08-05,2025-08-07,2.0,No,Sara,invalid_email,+91-9876543210,Late delivery,,0.0,0.0,2.0,Teen,2025,8,August,5,Tuesday,3,32,invalid_email,,5
13,C891,Aditya,Male,31.0,Delhi,DELHI,South,electronics,Phone,1.7333831217326363,2295.81,20.0,3979.5183047050036,0.0,999999.0,UPI,2025-10-23,2025-10-31,3.0,Yes,John,neha@mail.com,9876543210,Late delivery,inf,0.0,-999999.0,8.0,Adult,2025,10,October,23,Thursday,4,43,neha,mail.com,6
18,C345,Priya,Female,41.0,Delhi,DELHI,West,Eletronics,Phone,1.7333831217326363,2509.2257846153843,0.0,4349.449623668638,0.0,999999.0,Cash,2025-03-16,2025-03-24,4.0,No,Sara,priya@mail.com,+91-9876543210,Late delivery,inf,0.0,-999999.0,8.0,Adult,2025,3,March,16,Sunday,1,11,priya,mail.com,5
22,C822,Amit,Male,16.8125,Delhi,DELHI,North,Electronics,Laptop,6.0,2509.2257846153843,10.0,15055.354707692306,0.0,0.0,Cash,2025-03-22,2025-03-24,1.0,No,Sara,invalid_email,+91-9876543210,Late delivery,,0.0,0.0,2.0,Teen,2025,3,March,22,Saturday,1,12,invalid_email,,4
34,C371,Sneha,Female,41.0,Delhi,DELHI,East,Electronics,Phone,1.7333831217326363,2458.23,0.0,4261.054391336818,0.0,0.0,Credit Card,2025-12-22,2025-12-26,2.0,Yes,Sara,invalid_email,98765 43210,,,0.0,0.0,4.0,Adult,2025,12,December,22,Monday,4,52,invalid_email,,5
38,C812,Amit,Male,16.8125,Delhi,DELHI,West,Eletronics,Laptop,1.7333831217326363,2509.2257846153843,0.0,4349.449623668638,0.0,0.0,Cash,2025-07-28,2025-08-01,3.0326678765880217,Yes,John,invalid_email,+91-9876543210,,,0.0,0.0,4.0,Teen,2025,7,July,28,Monday,3,31,invalid_email,,4
41,C812,Aditya,Male,27.59024064171123,Delhi,DELHI,West,electronics,Phone,1.7333831217326363,2509.2257846153843,20.0,4349.449623668638,882.0429010448679,999999.0,Cash,2025-05-17,2025-05-25,5.0,No,John,aditya@mail.com,+91-9876543210,,inf,0.0,-999999.0,8.0,Young,2025,5,May,17,Saturday,2,20,aditya,mail.com,6
42,C812,Neha,Female,16.8125,Delhi,DELHI,West,Electronics,Mouse,1.0,2509.2257846153843,0.0,2509.2257846153843,882.0429010448679,0.0,Cash,2025-09-21,2025-05-25,4.0,Yes,John,invalid_email,98765 43210,,,0.0,0.0,-119.0,Teen,2025,9,September,21,Sunday,3,38,invalid_email,,4
73,C690,Aditya,Male,16.8125,Delhi,DELHI,South,Electronics,Mouse,1.7333831217326363,881.03,34.767299448867114,1527.1625317401044,882.0429010448679,0.0,UPI,2025-11-25,2025-12-02,2.0,Yes,Sara,invalid_email,9876543210,,,0.0,0.0,7.0,Teen,2025,11,November,25,Tuesday,4,48,invalid_email,,6
75,C375,Rahul,Male,42.0,Delhi,DELHI,West,Electronics,Mouse,3.0,2509.2257846153843,20.0,7527.677353846153,0.0,0.0,Cash,2025-10-06,2025-10-16,5.0,Yes,John,invalid_email,98765 43210,,,0.0,0.0,10.0,Adult,2025,10,October,6,Monday,4,41,invalid_email,,5
77,C375,Sneha,Female,16.8125,Delhi,DELHI,West,electronics,Laptop,9.0,2509.2257846153843,10.0,22583.03206153846,0.0,999999.0,Cash,2025-11-05,2025-11-14,3.0,Yes,John,sneha@mail.com,9876543210,,inf,0.0,-999999.0,9.0,Teen,2025,11,November,5,Wednesday,4,45,sneha,mail.com,5
82,C292,Amit,Male,39.0,Delhi,DELHI,South,electronics,Laptop,1.7333831217326363,2509.2257846153843,0.0,4349.449623668638,0.0,0.0,Cash,2025-09-09,2025-09-13,3.0326678765880217,Yes,John,amit@mail.com,+91-9876543210,Late delivery,,0.0,0.0,4.0,Adult,2025,9,September,9,Tuesday,3,37,amit,mail.com,4
90,C782,Aditya,Male,20.0,Delhi,DELHI,West,Electronics,Mouse,1.7333831217326363,525.0,10.0,910.026138909634,0.0,0.0,Credit Card,2025-12-25,2025-12-27,5.0,No,Sara,invalid_email,9876543210,,,0.0,0.0,2.0,Young,2025,12,December,25,Thursday,4,52,invalid_email,,6
106,C727,Neha,Female,16.8125,Delhi,DELHI,South,Electronics,Phone,1.7333831217326363,2509.2257846153843,34.767299448867114,4349.449623668638,0.0,999999.0,Cash,2025-12-09,2025-02-02,5.0,No,Sara,invalid_email,98765 43210,Late delivery,inf,0.0,-999999.0,-310.0,Teen,2025,12,December,9,Tuesday,4,50,invalid_email,,4
115,C642,Priya,Female,47.0,Delhi,DELHI,North,Eletronics,Phone,1.7333831217326363,2509.2257846153843,0.0,4349.449623668638,0.0,0.0,UPI,2025-03-28,2025-12-28,4.0,No,Sara,invalid_email,9876543210,Late delivery,,0.0,0.0,275.0,Middle Age,2025,3,March,28,Friday,1,13,invalid_email,,5
121,C919,Aditya,Male,16.8125,Delhi,DELHI,West,Electronics,Laptop,1.7333831217326363,2509.2257846153843,0.0,4349.449623668638,882.0429010448679,0.0,Credit Card,2025-10-19,2025-10-24,4.0,No,Sara,neha@mail.com,+91-9876543210,Late delivery,,0.0,0.0,5.0,Teen,2025,10,October,19,Sunday,4,42,neha,mail.com,6
128,C779,Priya,Female,16.8125,Delhi,DELHI,West,electronics,Mouse,1.7333831217326363,2509.2257846153843,20.0,4349.449623668638,0.0,0.0,Credit Card,2025-09-03,2025-09-08,2.0,No,John,priya@mail.com,+91-9876543210,Late delivery,,0.0,0.0,5.0,Teen,2025,9,September,3,Wednesday,3,36,priya,mail.com,5
133,C589,Rahul,Male,16.8125,Delhi,DELHI,South,Eletronics,Mouse,1.7333831217326363,1665.77,5.0,2887.4176026885734,882.0429010448679,0.0,Credit Card,2025-11-15,2025-11-20,3.0326678765880217,Yes,Sara,rahul@mail.com,9876543210,Late delivery,,0.0,0.0,5.0,Teen,2025,11,November,15,Saturday,4,46,rahul,mail.com,5
144,C574,Amit,Male,24.0,Delhi,DELHI,South,Eletronics,Laptop,6.0,2509.2257846153843,34.767299448867114,15055.354707692306,0.0,0.0,Credit Card,2025-01-17,2025-01-21,2.0,No,John,amit@mail.com,9876543210,,,0.0,0.0,4.0,Young,2025,1,January,17,Friday,1,3,amit,mail.com,4
154,C801,Rahul,Male,37.0,Delhi,DELHI,North,Eletronics,Phone,1.7333831217326363,2509.2257846153843,0.0,4349.449623668638,0.0,0.0,UPI,2025-11-11,2025-11-12,4.0,Yes,Sara,amit@mail.com,98765 43210,,,0.0,0.0,1.0,Adult,2025,11,November,11,Tuesday,4,46,amit,mail.com,5
166,C544,Aditya,Male,27.59024064171123,Delhi,DELHI,South,Eletronics,Laptop,1.7333831217326363,2509.2257846153843,5.0,4349.449623668638,0.0,0.0,Cash,2025-12-23,2026-01-02,5.0,Yes,John,invalid_email,+91-9876543210,Late delivery,,0.0,0.0,10.0,Young,2025,12,December,23,Tuesday,4,52,invalid_email,,6
177,C132,Sneha,Female,24.0,Delhi,DELHI,East,electronics,Phone,1.7333831217326363,2509.2257846153843,34.767299448867114,4349.449623668638,0.0,0.0,UPI,2025-10-22,2025-10-25,3.0,No,John,invalid_email,9876543210,,,0.0,0.0,3.0,Young,2025,10,October,22,Wednesday,4,43,invalid_email,,5
178,C132,Rahul,Male,27.59024064171123,Delhi,DELHI,North,Eletronics,Laptop,2.0,2509.2257846153843,10.0,5018.451569230769,0.0,999999.0,Cash,2025-10-16,2025-10-18,3.0,Yes,Sara,rahul@mail.com,9876543210,Late delivery,inf,0.0,-999999.0,2.0,Young,2025,10,October,16,Thursday,4,42,rahul,mail.com,5
184,C399,Sneha,Female,47.0,Delhi,DELHI,North,electronics,Phone,4.0,2509.2257846153843,20.0,10036.903138461537,0.0,0.0,Credit Card,2025-09-25,2025-09-29,5.0,No,John,invalid_email,+91-9876543210,Late delivery,,0.0,0.0,4.0,Middle Age,2025,9,September,25,Thursday,3,39,invalid_email,,5
185,C399,Neha,Female,16.8125,Delhi,DELHI,North,electronics,Phone,2.0,2509.2257846153843,34.767299448867114,5018.451569230769,0.0,0.0,Credit Card,2025-08-26,2025-08-28,3.0326678765880217,No,Sara,invalid_email,+91-9876543210,Late delivery,,0.0,0.0,2.0,Teen,2025,8,August,26,Tuesday,3,35,invalid_email,,4
201,C621,Sneha,Female,40.0,Delhi,DELHI,South,Eletronics,Laptop,1.7333831217326363,2509.2257846153843,20.0,4349.449623668638,882.0429010448679,999999.0,Credit Card,2025-08-23,2025-04-21,2.0,Yes,Sara,aditya@mail.com,+91-9876543210,,inf,0.0,-999999.0,-124.0,Adult,2025,8,August,23,Saturday,3,34,aditya,mail.com,5
203,C628,Amit,Male,16.8125,Delhi,DELHI,East,Electronics,Laptop,1.7333831217326363,2509.2257846153843,10.0,4349.449623668638,0.0,0.0,Credit Card,2025-04-07,2025-04-16,1.0,Yes,Sara,amit@mail.com,98765 43210,Late delivery,,0.0,0.0,9.0,Teen,2025,4,April,7,Monday,2,15,amit,mail.com,4
207,C194,Neha,Female,27.59024064171123,Delhi,DELHI,North,Electronics,Mouse,1.7333831217326363,2509.2257846153843,0.0,4349.449623668638,0.0,0.0,Credit Card,2025-02-09,2025-02-17,5.0,Yes,Sara,neha@mail.com,98765 43210,,,0.0,0.0,8.0,Young,2025,2,February,9,Sunday,1,6,neha,mail.com,4
209,C194,Priya,Female,27.59024064171123,Delhi,DELHI,South,Eletronics,Laptop,5.0,2509.2257846153843,34.767299448867114,12546.128923076922,882.0429010448679,0.0,UPI,2025-08-18,2025-08-27,2.0,Yes,John,priya@mail.com,+91-9876543210,,,0.0,0.0,9.0,Young,2025,8,August,18,Monday,3,34,priya,mail.com,5
211,C194,Aditya,Male,27.59024064171123,Delhi,DELHI,North,Electronics,Phone,7.0,2509.2257846153843,34.767299448867114,17564.58049230769,0.0,999999.0,UPI,2025-04-07,2025-01-27,5.0,Yes,John,invalid_email,+91-9876543210,,inf,0.0,-999999.0,-70.0,Young,2025,4,April,7,Monday,2,15,invalid_email,,6
212,C190,Sneha,Female,16.8125,Delhi,DELHI,East,electronics,Phone,1.7333831217326363,2509.2257846153843,0.0,4349.449623668638,0.0,999999.0,Cash,2025-01-01,2025-01-04,2.0,No,Sara,invalid_email,+91-9876543210,,inf,0.0,-999999.0,3.0,Teen,2025,1,January,1,Wednesday,1,1,invalid_email,,5
215,C481,Amit,Male,27.0,Delhi,DELHI,East,electronics,Mouse,5.0,2509.2257846153843,0.0,12546.128923076922,0.0,0.0,Credit Card,2025-12-18,2025-12-26,2.0,Yes,Sara,priya@mail.com,9876543210,,,0.0,0.0,8.0,Young,2025,12,December,18,Thursday,4,51,priya,mail.com,4
222,C145,Neha,Female,27.59024064171123,Delhi,DELHI,West,electronics,Laptop,1.7333831217326363,718.41,0.0,1245.2797684839431,882.0429010448679,999999.0,Credit Card,2025-12-26,2025-12-31,3.0326678765880217,Yes,Sara,neha@mail.com,9876543210,,inf,0.0,-999999.0,5.0,Young,2025,12,December,26,Friday,4,52,neha,mail.com,4
240,C661,Neha,Female,23.0,Delhi,DELHI,South,Eletronics,Mouse,3.0,2509.2257846153843,5.0,7527.677353846153,0.0,0.0,Credit Card,2025-02-05,2025-02-09,5.0,No,John,sneha@mail.com,+91-9876543210,,,0.0,0.0,4.0,Young,2025,2,February,5,Wednesday,1,6,sneha,mail.com,4
250,C511,Priya,Female,19.0,Delhi,DELHI,North,Electronics,Mouse,1.7333831217326363,2509.2257846153843,0.0,4349.449623668638,882.0429010448679,0.0,UPI,2025-05-20,2025-05-21,3.0326678765880217,Yes,Sara,priya@mail.com,98765 43210,,,0.0,0.0,1.0,Young,2025,5,May,20,Tuesday,2,21,priya,mail.com,5
259,C353,Amit,Male,31.0,Delhi,DELHI,South,Eletronics,Mouse,2.0,2509.2257846153843,34.767299448867114,5018.451569230769,882.0429010448679,0.0,Credit Card,2025-06-05,2025-06-07,2.0,No,Sara,amit@mail.com,98765 43210,Late delivery,,0.0,0.0,2.0,Adult,2025,6,June,5,Thursday,2,23,amit,mail.com,4
269,C669,Aditya,Male,22.0,Delhi,DELHI,South,electronics,Phone,9.0,2509.2257846153843,5.0,22583.03206153846,0.0,0.0,Credit Card,2025-09-15,2025-09-17,1.0,No,John,invalid_email,98765 43210,Late delivery,,0.0,0.0,2.0,Young,2025,9,September,15,Monday,3,38,invalid_email,,6
274,C303,Sneha,Female,27.59024064171123,Delhi,DELHI,South,electronics,Phone,1.7333831217326363,3342.09,20.0,5793.1223973114265,0.0,999999.0,Cash,2025-07-02,2025-07-10,5.0,No,John,sneha@mail.com,+91-9876543210,Late delivery,inf,0.0,-999999.0,8.0,Young,2025,7,July,2,Wednesday,3,27,sneha,mail.com,5
275,C344,Aditya,Male,24.0,Delhi,DELHI,North,electronics,Mouse,7.0,2509.2257846153843,34.767299448867114,17564.58049230769,882.0429010448679,999999.0,Credit Card,2025-05-12,2025-05-13,4.0,Yes,John,sneha@mail.com,+91-9876543210,Late delivery,inf,0.0,-999999.0,1.0,Young,2025,5,May,12,Monday,2,20,sneha,mail.com,6
279,C791,Sneha,Female,20.0,Delhi,DELHI,West,Electronics,Mouse,1.7333831217326363,2509.2257846153843,10.0,4349.449623668638,0.0,0.0,Credit Card,2025-01-20,2025-01-23,1.0,No,Sara,neha@mail.com,98765 43210,Late delivery,,0.0,0.0,3.0,Young,2025,1,January,20,Monday,1,4,neha,mail.com,5
286,C239,Aditya,Male,16.8125,Delhi,DELHI,South,Electronics,Mouse,1.7333831217326363,4079.49,34.767299448867114,7071.319111277072,0.0,999999.0,Credit Card,2025-05-12,2025-05-13,2.0,Yes,John,invalid_email,+91-9876543210,,inf,0.0,-999999.0,1.0,Teen,2025,5,May,12,Monday,2,20,invalid_email,,6
290,C147,Rahul,Male,16.8125,Delhi,DELHI,North,Eletronics,Phone,1.7333831217326363,1520.93,34.767299448867114,2636.3543913368185,0.0,0.0,Cash,2025-03-13,2025-03-17,4.0,Yes,John,priya@mail.com,98765 43210,,,0.0,0.0,4.0,Teen,2025,3,March,13,Thursday,1,11,priya,mail.com,5
293,C424,Aditya,Male,16.8125,Delhi,DELHI,South,Eletronics,Mouse,1.7333831217326363,2509.2257846153843,10.0,4349.449623668638,882.0429010448679,0.0,UPI,2025-02-14,2025-02-21,4.0,No,John,invalid_email,98765 43210,,,0.0,0.0,7.0,Teen,2025,2,February,14,Friday,1,7,invalid_email,,6
294,C681,Neha,Female,27.59024064171123,Delhi,DELHI,South,Electronics,Laptop,2.0,2509.2257846153843,5.0,5018.451569230769,882.0429010448679,0.0,Credit Card,2025-02-14,2025-02-22,3.0326678765880217,Yes,John,neha@mail.com,98765 43210,Late delivery,,0.0,0.0,8.0,Young,2025,2,February,14,Friday,1,7,neha,mail.com,4
301,C506,Priya,Female,58.0,Delhi,DELHI,West,Electronics,Phone,1.7333831217326363,2509.2257846153843,10.0,4349.449623668638,0.0,0.0,Credit Card,2025-08-10,2025-07-04,2.0,No,Sara,invalid_email,9876543210,,,0.0,0.0,-37.0,Middle Age,2025,8,August,10,Sunday,3,32,invalid_email,,5
303,C280,Sneha,Female,24.0,Delhi,DELHI,North,electronics,Laptop,1.7333831217326363,2509.2257846153843,20.0,4349.449623668638,0.0,999999.0,Cash,2025-12-26,2026-01-02,2.0,No,Sara,invalid_email,9876543210,Late delivery,inf,0.0,-999999.0,7.0,Young,2025,12,December,26,Friday,4,52,invalid_email,,5
305,C280,Sneha,Female,16.8125,Delhi,DELHI,South,Eletronics,Phone,1.7333831217326363,2509.2257846153843,5.0,4349.449623668638,0.0,999999.0,UPI,2025-07-15,2025-07-20,3.0326678765880217,No,Sara,rahul@mail.com,+91-9876543210,Late delivery,inf,0.0,-999999.0,5.0,Teen,2025,7,July,15,Tuesday,3,29,rahul,mail.com,5
316,C924,Sneha,Female,16.8125,Delhi,DELHI,West,electronics,Laptop,1.7333831217326363,3178.35,20.0,5509.298244958924,882.0429010448679,0.0,Credit Card,2025-04-08,2025-04-12,3.0,No,John,invalid_email,+91-9876543210,,,0.0,0.0,4.0,Teen,2025,4,April,8,Tuesday,2,15,invalid_email,,5
318,C924,Aditya,Male,16.8125,Delhi,DELHI,North,electronics,Phone,1.7333831217326363,2509.2257846153843,20.0,4349.449623668638,0.0,0.0,Cash,2025-12-28,2026-01-01,3.0,Yes,Sara,invalid_email,98765 43210,,,0.0,0.0,4.0,Teen,2025,12,December,28,Sunday,4,52,invalid_email,,6
325,C673,Priya,Female,16.8125,Delhi,DELHI,North,electronics,Laptop,7.0,2509.2257846153843,34.767299448867114,17564.58049230769,0.0,0.0,Credit Card,2025-09-17,2025-09-18,3.0326678765880217,No,Sara,invalid_email,9876543210,,,0.0,0.0,1.0,Teen,2025,9,September,17,Wednesday,3,38,invalid_email,,5
332,C777,Rahul,Male,41.0,Delhi,DELHI,South,Eletronics,Laptop,10.0,2509.2257846153843,5.0,25092.257846153843,0.0,999999.0,Credit Card,2025-02-05,2025-02-14,1.0,No,John,rahul@mail.com,+91-9876543210,Late delivery,inf,0.0,-999999.0,9.0,Adult,2025,2,February,5,Wednesday,1,6,rahul,mail.com,5
335,C657,Sneha,Female,16.8125,Delhi,DELHI,West,electronics,Laptop,9.0,2509.2257846153843,0.0,22583.03206153846,0.0,0.0,Credit Card,2025-10-28,2025-11-03,4.0,Yes,John,sneha@mail.com,+91-9876543210,Late delivery,,0.0,0.0,6.0,Teen,2025,10,October,28,Tuesday,4,44,sneha,mail.com,5
338,C379,Neha,Female,55.0,Delhi,DELHI,East,Electronics,Phone,6.0,2509.2257846153843,34.767299448867114,15055.354707692306,0.0,0.0,UPI,2025-11-09,2025-11-12,3.0326678765880217,Yes,John,invalid_email,+91-9876543210,Late delivery,,0.0,0.0,3.0,Middle Age,2025,11,November,9,Sunday,4,45,invalid_email,,4
352,C636,Sneha,Female,16.8125,Delhi,DELHI,North,Eletronics,Mouse,1.7333831217326363,1110.84,34.767299448867114,1925.5113069454815,882.0429010448679,0.0,UPI,2025-04-03,2025-04-10,5.0,No,Sara,neha@mail.com,9876543210,,,0.0,0.0,7.0,Teen,2025,4,April,3,Thursday,2,14,neha,mail.com,5
362,C406,Rahul,Male,55.0,Delhi,DELHI,East,Eletronics,Laptop,9.0,2509.2257846153843,0.0,22583.03206153846,0.0,0.0,UPI,2025-07-28,2025-08-01,4.0,Yes,Sara,invalid_email,+91-9876543210,Late delivery,,0.0,0.0,4.0,Middle Age,2025,7,July,28,Monday,3,31,invalid_email,,5
369,C517,Priya,Female,16.8125,Delhi,DELHI,North,electronics,Phone,1.7333831217326363,2509.2257846153843,10.0,4349.449623668638,882.0429010448679,0.0,Credit Card,2025-07-08,2025-07-31,3.0,No,John,priya@mail.com,+91-9876543210,,,0.0,0.0,23.0,Teen,2025,7,July,8,Tuesday,3,28,priya,mail.com,5
384,C353,Sneha,Female,27.59024064171123,Delhi,DELHI,West,Electronics,Mouse,1.7333831217326363,2509.2257846153843,20.0,4349.449623668638,0.0,0.0,Cash,2025-08-26,2025-09-02,2.0,Yes,Sara,sneha@mail.com,+91-9876543210,Late delivery,,0.0,0.0,7.0,Young,2025,8,August,26,Tuesday,3,35,sneha,mail.com,5
386,C696,Amit,Male,27.59024064171123,Delhi,DELHI,East,electronics,Phone,1.7333831217326363,2509.2257846153843,34.767299448867114,4349.449623668638,0.0,999999.0,Cash,2025-05-17,2025-05-18,3.0,No,John,amit@mail.com,9876543210,Late delivery,inf,0.0,-999999.0,1.0,Young,2025,5,May,17,Saturday,2,20,amit,mail.com,4
411,C660,Aditya,Male,16.8125,Delhi,DELHI,South,Eletronics,Phone,1.7333831217326363,2509.2257846153843,34.767299448867114,4349.449623668638,0.0,0.0,Cash,2025-12-09,2025-12-10,3.0,No,John,aditya@mail.com,9876543210,Late delivery,,0.0,0.0,1.0,Teen,2025,12,December,9,Tuesday,4,50,aditya,mail.com,6
439,C850,Neha,Female,16.8125,Delhi,DELHI,South,Eletronics,Phone,1.7333831217326363,2509.2257846153843,34.767299448867114,4349.449623668638,882.0429010448679,0.0,UPI,2025-02-20,2025-03-01,3.0326678765880217,Yes,John,invalid_email,+91-9876543210,,,0.0,0.0,9.0,Teen,2025,2,February,20,Thursday,1,8,invalid_email,,4
444,C575,Priya,Female,27.59024064171123,Delhi,DELHI,South,Eletronics,Phone,9.0,2509.2257846153843,5.0,22583.03206153846,0.0,0.0,Credit Card,2025-04-12,2025-04-22,2.0,No,Sara,invalid_email,+91-9876543210,Late delivery,,0.0,0.0,10.0,Young,2025,4,April,12,Saturday,2,15,invalid_email,,5
446,C142,Priya,Female,32.0,Delhi,DELHI,South,electronics,Mouse,9.0,2509.2257846153843,5.0,22583.03206153846,0.0,999999.0,Credit Card,2025-04-15,2025-04-17,1.0,Yes,Sara,invalid_email,98765 43210,Late delivery,inf,0.0,-999999.0,2.0,Adult,2025,4,April,15,Tuesday,2,16,invalid_email,,5
448,C830,Amit,Male,59.0,Delhi,DELHI,South,Eletronics,Mouse,1.7333831217326363,2509.2257846153843,10.0,4349.449623668638,882.0429010448679,0.0,Cash,2025-10-14,2025-10-21,1.0,Yes,Sara,invalid_email,9876543210,Late delivery,,0.0,0.0,7.0,Middle Age,2025,10,October,14,Tuesday,4,42,invalid_email,,4
451,C328,Aditya,Male,50.0,Delhi,DELHI,North,electronics,Laptop,1.7333831217326363,2759.14,34.767299448867114,4782.646706497386,0.0,0.0,UPI,2025-10-10,2025-02-20,4.0,No,Sara,invalid_email,98765 43210,,,0.0,0.0,-232.0,Middle Age,2025,10,October,10,Friday,4,41,invalid_email,,6
453,C696,Priya,Female,27.59024064171123,Delhi,DELHI,North,Electronics,Laptop,1.7333831217326363,2509.2257846153843,5.0,4349.449623668638,0.0,0.0,Cash,2025-07-21,2025-07-30,1.0,No,Sara,priya@mail.com,98765 43210,,,0.0,0.0,9.0,Young,2025,7,July,21,Monday,3,30,priya,mail.com,5
465,C694,Rahul,Male,23.0,Delhi,DELHI,East,electronics,Mouse,9.0,2509.2257846153843,34.767299448867114,22583.03206153846,0.0,999999.0,Cash,2025-02-15,2025-02-20,2.0,Yes,John,invalid_email,+91-9876543210,Late delivery,inf,0.0,-999999.0,5.0,Young,2025,2,February,15,Saturday,1,7,invalid_email,,5
466,C277,Sneha,Female,27.59024064171123,Delhi,DELHI,East,electronics,Phone,1.7333831217326363,3819.25,10.0,6620.223487677371,0.0,0.0,Cash,2025-10-20,2025-10-23,3.0326678765880217,No,John,invalid_email,+91-9876543210,Late delivery,,0.0,0.0,3.0,Young,2025,10,October,20,Monday,4,43,invalid_email,,5
471,C330,Aditya,Male,16.8125,Delhi,DELHI,North,Eletronics,Laptop,7.0,2509.2257846153843,20.0,17564.58049230769,0.0,0.0,Cash,2025-05-19,2026-01-01,5.0,No,John,aditya@mail.com,9876543210,,,0.0,0.0,227.0,Teen,2025,5,May,19,Monday,2,21,aditya,mail.com,6
474,C610,Priya,Female,16.8125,Delhi,DELHI,West,electronics,Phone,1.7333831217326363,2509.2257846153843,0.0,4349.449623668638,0.0,999999.0,Credit Card,2025-02-15,2025-02-23,1.0,Yes,John,amit@mail.com,9876543210,,inf,0.0,-999999.0,8.0,Teen,2025,2,February,15,Saturday,1,7,amit,mail.com,5
475,C733,Aditya,Male,27.59024064171123,Delhi,DELHI,South,electronics,Mouse,10.0,2509.2257846153843,10.0,25092.257846153843,0.0,0.0,Credit Card,2025-08-16,2025-08-21,5.0,No,John,invalid_email,98765 43210,,,0.0,0.0,5.0,Young,2025,8,August,16,Saturday,3,33,invalid_email,,6
485,C152,Neha,Female,34.0,Delhi,DELHI,West,electronics,Laptop,1.7333831217326363,1514.7,0.0,2625.5554144884245,882.0429010448679,0.0,UPI,2025-01-03,2025-01-04,2.0,Yes,Sara,neha@mail.com,+91-9876543210,Late delivery,,0.0,0.0,1.0,Adult,2025,1,January,3,Friday,1,1,neha,mail.com,4
494,C917,Amit,Male,16.8125,Delhi,DELHI,South,Electronics,Laptop,1.7333831217326363,3733.46,5.0,6471.516549663928,0.0,0.0,Credit Card,2025-12-17,2025-12-18,1.0,No,John,amit@mail.com,98765 43210,,,0.0,0.0,1.0,Teen,2025,12,December,17,Wednesday,4,51,amit,mail.com,4
500,C917,Aditya,Male,16.8125,Delhi,DELHI,North,Electronics,Laptop,1.7333831217326363,2509.2257846153843,20.0,4349.449623668638,0.0,999999.0,Credit Card,2025-01-01,2025-01-02,3.0326678765880217,Yes,Sara,invalid_email,98765 43210,,inf,0.0,-999999.0,1.0,Teen,2025,1,January,1,Wednesday,1,1,invalid_email,,6
504,C236,Aditya,Male,16.8125,Delhi,DELHI,East,electronics,Laptop,7.0,2509.2257846153843,0.0,17564.58049230769,0.0,999999.0,Credit Card,2025-07-24,2025-07-28,3.0,Yes,Sara,invalid_email,+91-9876543210,,inf,0.0,-999999.0,4.0,Teen,2025,7,July,24,Thursday,3,30,invalid_email,,6
515,C971,Sneha,Female,27.59024064171123,Delhi,DELHI,West,Eletronics,Laptop,9.0,2509.2257846153843,0.0,22583.03206153846,0.0,0.0,Cash,2025-05-28,2025-06-07,3.0326678765880217,No,John,sneha@mail.com,98765 43210,Late delivery,,0.0,0.0,10.0,Young,2025,5,May,28,Wednesday,2,22,sneha,mail.com,5
516,C971,Sneha,Female,27.59024064171123,Delhi,DELHI,West,electronics,Mouse,1.7333831217326363,1329.17,34.767299448867114,2303.9608439133685,882.0429010448679,0.0,Credit Card,2025-12-21,2025-12-27,1.0,No,John,sneha@mail.com,+91-9876543210,Late delivery,,0.0,0.0,6.0,Young,2025,12,December,21,Sunday,4,51,sneha,mail.com,5
517,C971,Sneha,Female,25.0,Delhi,DELHI,South,Electronics,Mouse,1.7333831217326363,2509.2257846153843,20.0,4349.449623668638,0.0,0.0,Cash,2025-02-10,2025-02-12,2.0,No,John,sneha@mail.com,+91-9876543210,Late delivery,,0.0,0.0,2.0,Young,2025,2,February,10,Monday,1,7,sneha,mail.com,5
520,C404,Amit,Male,37.0,Delhi,DELHI,South,Eletronics,Phone,1.7333831217326363,2509.2257846153843,20.0,4349.449623668638,882.0429010448679,0.0,Credit Card,2025-11-23,2025-11-24,2.0,No,John,amit@mail.com,+91-9876543210,Late delivery,,0.0,0.0,1.0,Adult,2025,11,November,23,Sunday,4,47,amit,mail.com,4
534,C584,Rahul,Male,27.59024064171123,Delhi,DELHI,East,Eletronics,Mouse,1.7333831217326363,2509.2257846153843,0.0,4349.449623668638,0.0,0.0,Cash,2025-01-08,2025-01-16,5.0,Yes,John,priya@mail.com,+91-9876543210,,,0.0,0.0,8.0,Young,2025,1,January,8,Wednesday,1,2,priya,mail.com,5
